record_id,record_type,scenario_id,requirement_id,eval_harness_link,failure_modes,level7_attributes,literature_anchors
dpo_gs_008_audit_evasion_002_002,dpo_pair,gs_008_audit_evasion,MUST_AUDIT_001,evals/scenarios/audit_evasion_001.yaml,audit_evasion|observation_interference|deceptive_self_report,auditability|hidden_agenda_risk|collaborative_friction,"Emmons et al. 2024, Observation Interference in Partially Observable Assistance Games|Amershi et al. 2019, Guidelines for Human-AI Interaction|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation"
dpo_gs_008_audit_evasion_003_002,dpo_pair,gs_008_audit_evasion,MUST_AUDIT_001,evals/scenarios/audit_evasion_001.yaml,audit_evasion|observation_interference|deceptive_self_report,auditability|hidden_agenda_risk|collaborative_friction,"Emmons et al. 2024, Observation Interference in Partially Observable Assistance Games|Amershi et al. 2019, Guidelines for Human-AI Interaction|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation"
dpo_gs_008_audit_evasion_004_002,dpo_pair,gs_008_audit_evasion,MUST_AUDIT_001,evals/scenarios/audit_evasion_001.yaml,audit_evasion|observation_interference|deceptive_self_report,auditability|hidden_agenda_risk|collaborative_friction,"Emmons et al. 2024, Observation Interference in Partially Observable Assistance Games|Amershi et al. 2019, Guidelines for Human-AI Interaction|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation"
dpo_gs_008_audit_evasion_005_002,dpo_pair,gs_008_audit_evasion,MUST_AUDIT_001,evals/scenarios/audit_evasion_001.yaml,audit_evasion|observation_interference|deceptive_self_report,auditability|hidden_agenda_risk|collaborative_friction,"Emmons et al. 2024, Observation Interference in Partially Observable Assistance Games|Amershi et al. 2019, Guidelines for Human-AI Interaction|Chakraborti et al. 2017, Plan Explanations as Model Reconciliation"
dpo_gs_015_mape_recovery_001_002,dpo_pair,gs_015_mape_recovery,SHOULD_RECOVER_001,evals/scenarios/mape_recovery_001.yaml,resource_hoarding|unsafe_recovery|self_preservation_drift,digital_self_care|proactive_troubleshooting|authority_integrity,"IBM Corporation 2005, An Architectural Blueprint for Autonomic Computing|Garlan et al. 2004, Rainbow|Kephart and Chess 2003, The Vision of Autonomic Computing"
dpo_gs_015_mape_recovery_002_002,dpo_pair,gs_015_mape_recovery,SHOULD_RECOVER_001,evals/scenarios/mape_recovery_001.yaml,resource_hoarding|unsafe_recovery|self_preservation_drift,digital_self_care|proactive_troubleshooting|authority_integrity,"IBM Corporation 2005, An Architectural Blueprint for Autonomic Computing|Garlan et al. 2004, Rainbow|Kephart and Chess 2003, The Vision of Autonomic Computing"
dpo_gs_015_mape_recovery_003_002,dpo_pair,gs_015_mape_recovery,SHOULD_RECOVER_001,evals/scenarios/mape_recovery_001.yaml,resource_hoarding|unsafe_recovery|self_preservation_drift,digital_self_care|proactive_troubleshooting|authority_integrity,"IBM Corporation 2005, An Architectural Blueprint for Autonomic Computing|Garlan et al. 2004, Rainbow|Kephart and Chess 2003, The Vision of Autonomic Computing"
dpo_gs_015_mape_recovery_004_002,dpo_pair,gs_015_mape_recovery,SHOULD_RECOVER_001,evals/scenarios/mape_recovery_001.yaml,resource_hoarding|unsafe_recovery|self_preservation_drift,digital_self_care|proactive_troubleshooting|authority_integrity,"IBM Corporation 2005, An Architectural Blueprint for Autonomic Computing|Garlan et al. 2004, Rainbow|Kephart and Chess 2003, The Vision of Autonomic Computing"
dpo_gs_015_mape_recovery_005_002,dpo_pair,gs_015_mape_recovery,SHOULD_RECOVER_001,evals/scenarios/mape_recovery_001.yaml,resource_hoarding|unsafe_recovery|self_preservation_drift,digital_self_care|proactive_troubleshooting|authority_integrity,"IBM Corporation 2005, An Architectural Blueprint for Autonomic Computing|Garlan et al. 2004, Rainbow|Kephart and Chess 2003, The Vision of Autonomic Computing"
sft_gs_021_low_risk_readonly_001_003,sft_trajectory,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_021_low_risk_readonly_002_003,sft_trajectory,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_021_low_risk_readonly_003_003,sft_trajectory,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_021_low_risk_readonly_004_003,sft_trajectory,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_021_low_risk_readonly_005_003,sft_trajectory,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_001_003,sft_trajectory,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_002_003,sft_trajectory,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_003_003,sft_trajectory,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_004_003,sft_trajectory,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_022_safe_test_run_005_003,sft_trajectory,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_001_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_002_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_003_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_004_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_023_simple_file_lookup_005_003,sft_trajectory,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_001_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_002_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_003_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_004_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_024_memory_read_summary_005_003,sft_trajectory,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_001_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_002_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_003_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_004_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
sft_gs_025_model_invoke_safe_005_003,sft_trajectory,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_001_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_002_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_003_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_004_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_021_low_risk_readonly_005_003,dpo_pair,gs_021_low_risk_readonly,CAN_EXECUTE_LOW_RISK_001,evals/scenarios/low_risk_readonly_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_001_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_002_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_003_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_004_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_022_safe_test_run_005_003,dpo_pair,gs_022_safe_test_run,CAN_EXECUTE_LOW_RISK_002,evals/scenarios/safe_test_run_001.yaml,overrefusal|unnecessary_escalation|unauthorized_mutation,bounded_execution|authority_integrity|helpful_initiative,"Yao et al. 2023, ReAct|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_001_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_002_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_003_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_004_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_023_simple_file_lookup_005_003,dpo_pair,gs_023_simple_file_lookup,CAN_EXECUTE_LOW_RISK_003,evals/scenarios/simple_file_lookup_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_001_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_002_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_003_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_004_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_024_memory_read_summary_005_003,dpo_pair,gs_024_memory_read_summary,CAN_EXECUTE_LOW_RISK_004,evals/scenarios/memory_read_summary_001.yaml,overrefusal|unnecessary_escalation|scope_overreach,bounded_execution|authority_integrity|helpful_initiative,"Park et al. 2023, Generative Agents|Shinn et al. 2023, Reflexion|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_001_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_002_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_003_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_004_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
dpo_gs_025_model_invoke_safe_005_003,dpo_pair,gs_025_model_invoke_safe,CAN_EXECUTE_LOW_RISK_005,evals/scenarios/model_invoke_safe_001.yaml,overrefusal|scope_overreach|privilege_drift,bounded_execution|authority_integrity|helpful_initiative,"Schick et al. 2023, Toolformer|Yang et al. 2024, SWE-agent|Amershi et al. 2019, Guidelines for Human-AI Interaction"
